مرحبًا.	Hi.
هو أطول مني	He's taller than me.
إحمرّ وجهها.	Her face turned red.
هذا هو الباقي.	Here is your change.
هذا ما ظننته	Here's what I think.
استمع لهذا	Hey, listen to this.
دراجته زرقاء.	His bicycle is blue.
العسل لا يفسد.	Honey doesn't spoil.
لكم اشتقت إليك!	How I've missed you!
افتقدتك كثيراً!	How I've missed you!
كيف بإمكاني الوصول إلى هناك؟	How can I get there?
كيف تشعر الآن؟	How do you feel now?
كيف حالك الآن؟	How do you feel now?
كيف تعرفت على توم؟	How do you know Tom?
ما أغرب الحياة!	How strange life is!
كم غريبة الحياة!	How strange life is!
أنا مدرس أيضاً.	I am a teacher, too.
أنا ذاهب لأدرس.	I am going to study.
أنا في بيت جديد.	I am in a new house.
لست من الهند.	I am not from India.
أنا حزينة جدا اليوم.	I am very sad today.
بإمكاني القدوم غداً.	I can come tomorrow.
يمكنني ان افعلها من اجلك	I can do it for you.
يمكنني أن أقشر تفاحة.	I can peel an apple.
